0, 13604.13826751709
1, 10913.65096950531
2, 10220.055374383926
3, 8733.911687850952
4, 8803.449022769928
5, 7557.830507516861
6, 6025.72149181366
7, 5130.683125972748
8, 5065.015875577927
9, 6605.491430044174
10, 5071.087863683701
11, 4562.199579238892
12, 3764.4404973983765
13, 4624.102177858353
14, 3688.950939655304
15, 4782.731887340546
16, 3951.962400197983
17, 4145.743200063705
18, 1341.5109825134277
19, 3940.537778377533
20, 3246.4708700180054
21, 1822.8412864208221
22, 1131.4477298259735
23, 2301.2552614212036
24, 2307.9557893276215
25, 2313.9997878074646
26, 3013.8654103279114
27, 3010.3091032505035
28, 3117.654236793518
29, 2529.753926038742
30, 2319.0160200595856
31, 1634.7723574638367
32, 2143.614480495453
33, 3035.6462297439575
34, 2119.05473446846
35, 1824.7878065109253
36, 3234.263487815857
37, 2324.530799150467
38, 2237.5255324840546
39, 2630.7655448913574
40, 1426.9704205989838
41, 926.0433392524719
42, 1320.3592569828033
43, 1043.2815177440643
44, 1916.8978598117828
45, 1226.0496263504028
46, 529.2832353115082
47, 239.01551175117493
48, 1249.6048431396484
49, 1423.7687706947327
